id,url,price,description,city,date
733890952,https://www.olx.ua/d/uk/obyavlenie/sdam-1-k-kvartiru-na-ul-i-vygovskogo-12v-IDNFkyQ.html,8 000 грн.,"Сдам 1 к. квартиру на ул. И. Выговского, 12в.",Kiev,2021-12-18
729872937,https://www.olx.ua/d/uk/obyavlenie/sdam-3-k-kvartiru-m-dvorets-ukraina-2-min-ul-bolshaya-vasilkovskaya-114-IDNoti9.html,22 500 грн.,Сдам 3-к квартиру м. Дворец Украина 2 мин ул.Большая Васильковская 114,Kiev,2021-12-18
731023417,https://www.olx.ua/d/uk/obyavlenie/sdaetsya-1-studiya-zhk-podol-grad-IDNtiAh.html,29 982 грн.,Сдается 1 студия ЖК Подол Град,Kiev,2021-12-18
733890375,https://www.olx.ua/d/uk/obyavlenie/sdayu-kvartiru-metro-chernigovskaya-voskresenka-kurnatovskogo-IDNFkpx.html,6 500 грн.,Сдаю квартиру метро Черниговская. Воскресенка. Курнатовского.,Kiev,2021-12-18
733890045,https://www.olx.ua/d/uk/obyavlenie/sdam-1-k-kvr-ul-krushelnitskoy-15-a-m-poznyaki-harkovskaya-IDNFkkd.html,11 500 грн.,Сдам 1 к квр ул Крушельницкой 15-а м.Позняки Харьковская,Kiev,2021-12-18
731092457,https://www.olx.ua/d/uk/obyavlenie/sdam-1-k-kv-v-zhk-demeevskiy-demeevskaya-16-park-avenyu-IDNtAxP.html,20 000 грн.,"Сдам 1 к.кв. в ЖК Демеевский, Демеевская 16, Парк Авеню,",Kiev,2021-12-18
733889511,https://www.olx.ua/d/uk/obyavlenie/2-kmnatna-kvartira-m-osokorki-IDNFkbB.html,25 000 грн.,2- кімнатна квартира м. Осокорки,Kiev,2021-12-18
731621579,https://www.olx.ua/d/uk/obyavlenie/arenda-4-k-kv-s-lyuksovym-remontom-na-lesi-ukrainki-7b-160-m-kv-IDNwOc3.html,81 770 грн.,Аренда  4 к.кв. с люксовым ремонтом на Леси Украинки 7б. 160 м.кв.,Kiev,2021-12-18
733889335,https://www.olx.ua/d/uk/obyavlenie/pervaya-sdacha-zhk-slavutich-aktualna-seven-zarechnyy-IDNFk8L.html,21 000 грн.,"Первая сдача, ЖК Славутич, Актуальна, Севен, Заречный",Kiev,2021-12-18
728076940,https://www.olx.ua/d/uk/obyavlenie/sdam-shikarnuyu-4-k-kv-na-bul-lesi-ukrainki-7b-182-m-kv-IDNgV4s.html,68 141 грн.,"Сдам шикарную 4 к.кв. на бул. Леси Украинки 7Б, 182 м.кв.",Kiev,2021-12-18
733889045,https://www.olx.ua/d/uk/obyavlenie/sdaetsya-2h-komn-obolon-avtozavodskaya-IDNFk45.html,11 000 грн.,"Сдается 2х комн. Оболонь, Автозаводская",Kiev,2021-12-18
732449058,https://www.olx.ua/d/uk/obyavlenie/sdam-novuyu-1-k-kv-na-vilyamsa-3a-liko-grad-50-m-kv-IDNzhsu.html,15 000 грн.,"Сдам новую 1 к.кв. на Вильямса 3а, Лико Град, 50 м.кв.",Kiev,2021-12-18
